Gene	test_allele_count	test_gnomAD_allele_count_iCFgCFadjust	test_P_rvexcaliber_base_iCFgCFadjust
CCKAR	10	5.81361559318554	0.249539448957147
SYTL2	14	11.5994575715446	0.252677707156153
EVC	17	14.3288889277609	0.253556572546122
OR2T12	6	4.42362652921302	0.258196403474798
PPIG	5	3.58292757095135	0.258765542744914
PSG6	18	14.2287224854333	0.258797024444213
HAPLN3	12	9.61685741560269	0.259248053403565
ADAMTS9	14	11.6745501598535	0.259353775518049
WWP1	8	5.66207147053966	0.259523785773888
LAMB3	20	16.9240715108136	0.260360516361766
CREBBP	19	15.4076392951693	0.26118763355271
CPZ	23	19.653992288459	0.261863740090191
GBE1	15	12.6313201794471	0.26239028644879
DUSP18	10	5.5485662329906	0.26501310411976
PTX4	18	15.4409928917111	0.268383989333403
FAM90A1	23	19.886104304354	0.268968946427929
ALOX15B	18	15.3204397728514	0.270188287435774
AFDN	14	11.0380440292326	0.271388362897732
HPS4	6	4.52520409698011	0.272113785030394
PER3	16	13.3702012721935	0.272124960757952
KIF1C	12	9.94246342682916	0.273077434657373
OR4K5	6	3.50742288177507	0.274870940387569
MCF2L	18	15.5620354319999	0.277724160816191
ERCC6	24	20.8601201503377	0.278095248549751
CPD	14	11.760646245202	0.278115158503728
SLITRK3	14	11.2342213688197	0.278211354145773
ZNF217	20	16.626455765288	0.27832405767251
PPARGC1A	8	5.46210067405777	0.280015019818549
PTCH1	17	14.5617592970103	0.280671869280401
KIF19	17	14.6617056816746	0.281209550557134
SON	19	16.2841753058967	0.28121840749683
ANPEP	15	12.3848739303194	0.281480939298486
LRRN3	7	4.53746591884634	0.281660127995197
FBXO40	17	14.7232315894266	0.282045492419933
POLQ	12	10.038158815795	0.282414021286553
OR8K3	17	14.6986858489611	0.283958763546806
MIA3	10	8.22222743569453	0.284475170546772
MBD5	16	11.2575426374668	0.284973836084192
EPHA10	14	11.914905634604	0.285007370693039
RAPH1	11	8.40871735784095	0.287319329691433
TNR	17	14.8304108095404	0.29150051304743
COL5A2	16	13.7919834379199	0.291535547578457
FLT4	14	12.0353141671054	0.292864026895848
RPS6KC1	17	14.8534950738106	0.293757823333881
STIL	16	13.8794527542684	0.294012878609171
KRT79	11	9.07123094384945	0.294075068710504
MYH1	25	22.0956024370142	0.295710487493979
MICAL3	12	10.034046264512	0.297174716379085
AKR1C1	9	6.83275628547837	0.298615632683275
OSMR	14	11.8251939587969	0.298831363002576
MAP2	12	9.94958613303976	0.299461791481275
LAMA4	11	9.18421695302383	0.299649971490353
TBRG4	17	14.7559990668533	0.299801422497014
NAV3	22	19.1671347690342	0.301166109558254
CNTNAP5	12	9.89891601773187	0.302030550637397
TRPS1	8	4.86937723513545	0.302677568503747
MYO19	12	10.2857628243612	0.304379023040459
PKLR	11	9.20031144232791	0.306732683678635
PPP1R3A	11	9.20112926683549	0.306779983562084
ASB16	16	14.031003016176	0.306930369748126
DDX10	13	11.0900839595619	0.308354654828004
GPRIN3	12	10.2997159642774	0.309209041832846
HJURP	14	12.1813742202496	0.310385749760059
C2orf78	11	8.90977449822909	0.311098788683992
LIPF	5	3.70197825932807	0.311175932167408
PEG3	17	14.605506935966	0.311213120160691
FMN2	34	30.9827370317632	0.311290542414034
TDRD5	10	8.23346651490215	0.312677474748003
ZNF100	21	18.5197638964393	0.312696045652266
UGT1A4	13	10.1325982837931	0.312978143266239
EPHA5	8	6.24121799289456	0.313388407730789
MCPH1	16	13.7558409211792	0.313510793018977
SLC5A2	16	14.1045933997381	0.313968785185198
TJP1	14	12.172438376016	0.315612451896444
TAAR2	20	17.8054054646458	0.315853693829656
KIF21A	14	12.2416843807346	0.316095986848767
CEP112	11	9.44750181675617	0.317500676781213
TDP2	11	9.45776811312008	0.318543914336579
IFT27	5	3.75939228375487	0.318970265097922
CYP2C19	11	9.46470264971966	0.319287485617589
SUSD1	16	14.1626064699096	0.319419542618941
ATAD3B	15	13.1118376683277	0.320431719354826
HNRNPA1L2	12	10.4181972831682	0.321133339954553
NTN3	13	10.4431613134403	0.322039359954754
PDIA4	11	9.35948438226898	0.322799964541981
ARAP2	21	18.9610217767591	0.323189928234076
C17orf80	22	19.8205421971329	0.32403506006278
MLH1	16	13.8994737572624	0.324707571030686
ASTE1	7	5.68597732590254	0.325220255430693
PCDHB8	98	93.8527694171372	0.325305010160202
ITGA11	15	13.283381576244	0.325389815122276
WAC	5	3.53501163813286	0.325718747880356
OR4D6	17	15.179127311212	0.3257550428379
ZBTB7C	13	11.401160435663	0.325858465848705
MSS51	13	10.5127345937644	0.326007889905605
ABCA9	13	11.2838498454348	0.326334293644499
GCAT	12	10.338598673235	0.326436996966766
MAPKBP1	14	12.2344201458838	0.326908709514801
CRNKL1	11	9.53395308018573	0.32692053469175
SUSD4	8	6.38184150704746	0.327129853284577
ICE1	14	12.1262488043906	0.327141792115683
ACSM3	11	9.56907127069748	0.327761634504358
SLC38A10	15	13.3040576380764	0.327768849739524
KRT34	15	13.3136686848747	0.328279329000554
EAPP	6	4.50427793488258	0.328655701753958
ZCCHC2	13	11.3121432851272	0.329001716778096
TIAM1	13	11.3402627756442	0.329083712893549
LURAP1L	5	3.56806525882401	0.329381802289859
PCDHA3	15	13.3296302042692	0.32993689791011
KNTC1	18	16.0868818765043	0.331155424792377
ZNF644	11	9.49993911186902	0.331977905952307
FAHD2B	11	9.12836233549775	0.332623643482574
ATP4A	17	15.150411645866	0.332645843659081
NELL1	12	10.4362724950526	0.333301745037018
MAPK15	12	10.4191608604802	0.334088957617187
DUSP5	5	3.61610606592297	0.334708852493371
PDZD8	16	13.5780257921904	0.335579703490461
ITGAX	13	11.4956511322289	0.335706047905559
ZNF354B	12	10.5574418814351	0.336112625210601
MBTPS1	14	12.4451669400513	0.336204669236432
USP28	12	10.4412899753834	0.336363348985524
SLC6A16	11	9.62175518604122	0.336728787766376
ZNFX1	15	13.414144664195	0.33802816319084
GRIN2A	12	10.5799124552201	0.338505121883041
AKAP12	13	11.5377052326709	0.340115891345029
DCBLD2	12	10.4783261185362	0.340143247720979
CDT1	11	9.65768430630141	0.340527068348041
FANCM	15	13.2249430550137	0.34095488382823
PRAG1	13	11.4482994455517	0.34211840066053
LAMB1	11	9.30109409568207	0.342443565871746
IL17C	5	3.93108700474428	0.342562491005685
CENPJ	13	11.2566293008673	0.342806395634297
DAGLB	12	10.6194670275169	0.342873515564706
ANKH	10	8.61698990987788	0.34307543422255
RIMS3	7	5.58929742217493	0.343163742708837
SETD2	13	11.0770581630115	0.343452165711011
DUSP16	16	14.1401609650912	0.343459535508311
LAMB4	9	7.80418056190419	0.343536531418702
MYO3A	14	12.5194388480444	0.343615314606695
ITPR1	19	17.3005323018741	0.344500045562845
ARHGEF40	11	9.7182498240167	0.344510803652309
ZNF528	10	8.75323415559829	0.344832580338555
ZNF804A	11	9.58114717615338	0.345157571148207
PTPRU	13	11.4861166211178	0.345663082818215
CLSTN2	13	11.6063800677079	0.347120880664325
TTLL5	14	12.5841422616348	0.347127515086449
ABTB1	12	10.6610489038793	0.347373247562539
DCAF5	10	8.40390924533574	0.348095761526994
ARAP1	7	5.98150951056398	0.348898735881002
PPFIA1	12	10.2794717768987	0.34893955061312
SDK2	11	9.73913791303591	0.349921366644664
PLEKHG4B	8	6.92253656767152	0.350220445358592
NEURL4	11	9.63511563816206	0.350750803456627
AP5Z1	14	12.4894557611235	0.350756069985567
CHRNA2	8	6.57536266779243	0.350943879838523
UNC5B	14	12.4997754581638	0.35129957477854
BLM	14	12.4536478023932	0.351622500757965
LIFR	11	9.78948982573962	0.352755119344292
EPHA2	13	11.66526314793	0.353185418089989
TANC1	17	15.2858772554534	0.354122775256868
MYCBP2	9	7.89174189642243	0.35425323199674
GPR37L1	9	7.78116744262789	0.355273852528239
DYNC1LI1	7	5.92493895599768	0.355312579037503
ZNF813	10	8.85037483678478	0.356300385531095
DENND2C	11	9.81975569691298	0.356408770483839
PYGL	11	9.79590218881737	0.356574142716265
NOTCH2	15	13.6351237518826	0.356727994902073
STK36	13	11.726648086706	0.357130089305117
OR52D1	5	4.18667137950624	0.357266935588471
UBR1	14	12.6594173115381	0.357450915941636
HYDIN	21	19.2993744537375	0.357591594016089
TOX2	7	6.06024499788423	0.357663656416739
LMAN1	5	4.06181962876184	0.357673057281345
RANBP17	11	9.47311550537622	0.357795044793018
PRUNE2	15	13.6188781475825	0.357971185413661
HK3	7	6.04580833068317	0.358114727913462
NUP188	13	11.7173924419811	0.358785793004991
MAP3K6	12	10.7677909131006	0.358877223307549
PLD1	14	12.5894022732771	0.360009557295873
COL5A1	14	12.5892611122808	0.360143242536037
ZNF462	15	13.5996347070079	0.36019288236074
POLN	10	8.89048589364824	0.361160036388743
FSCB	9	7.83545746516062	0.36165227764254
PAPPA	12	10.3483454113425	0.362239650050185
SPATC1	14	12.710716595444	0.362725034388039
PJA2	8	6.89733081085599	0.362726019914892
CNTN3	12	10.8044407081475	0.362853218426201
MUTYH	10	8.79786799012359	0.362946030460611
SLC45A4	12	10.8055043894122	0.362976989456754
ATR	7	6.08112414485935	0.363022964497657
ATAD3C	15	13.5839650755669	0.363342979790621
PTCHD4	5	4.10788559579436	0.364223439701106
UNC45B	13	11.7987037860173	0.364759877486632
PMFBP1	14	12.4770082573287	0.365162512666929
MRC2	13	11.8020371368799	0.365249945678761
ADCY10	13	11.7849460896966	0.365956734625294
TECPR1	12	10.73577922272	0.36598333405728
GORASP1	12	10.7406653395338	0.366464173436873
FAM149A	9	7.99223911340139	0.367056051718663
GAB2	6	4.82756265171224	0.367074549201414
DICER1	17	15.0451571125775	0.36707537817134
REST	7	6.10956247511605	0.367095742617789
INPP5F	15	13.6247146703093	0.367263060735353
SFSWAP	13	11.7070294773539	0.367495232238458
NPC1	10	8.96525478325913	0.36781734094997
KRT8	12	10.8529417188825	0.368289976878161
LXN	12	10.8533694321909	0.368338569273836
ARMC5	16	14.7153268563591	0.368655717573038
ARAP3	12	10.8596561535556	0.369109319088719
DOCK3	13	11.8158038395487	0.369310843659895
ALPP	13	11.8171315987256	0.369635502539501
ZFP42	6	4.85200130356562	0.369726655331429
PLEKHA6	14	12.717593675584	0.369864032030243
CDH5	10	8.86068957015529	0.369868950284601
PTPRZ1	15	13.1333329206469	0.370230825016074
HBS1L	8	7.07552836722092	0.370747294970711
IGSF9	11	9.92403680748629	0.371017959115644
CYP21A2	12	10.8776394205865	0.371025214065665
RTEL1	13	11.833020881497	0.371056954755856
RAD54B	9	8.02748861816794	0.371542362418894
DMGDH	10	8.978482643858	0.371736746622535
PRDM2	14	12.7648101659187	0.372529618883665
ALDH1L1	14	12.8090792643463	0.373026193435396
AIPL1	16	14.6554152048231	0.373317587912632
ZNF135	10	8.83561218554288	0.373536198909091
SLX4	17	15.7046997825852	0.373646205645586
SLC39A11	14	12.8170263791234	0.373876334760347
MYO1F	5	4.28615911803202	0.37414975731871
PCDHB14	9	7.94640237188736	0.374267195112924
ATN1	11	9.95287440278488	0.374482683993026
SHANK2	8	7.02835743145915	0.374720316429826
BCR	6	5.22473511318313	0.374966102685228
CAPN3	9	7.95313309747581	0.374978375311164
RGL3	16	14.752651179907	0.37500731527008
FCN3	13	11.8703185885033	0.375314599987926
ZFHX3	36	32.8676749277726	0.376037909555323
COL5A3	12	10.9232003752817	0.376109823215971
N4BP2	10	8.86960698568396	0.376910171235869
SPOCD1	6	5.23845510184957	0.377186053632847
SCNN1B	11	9.99895207813745	0.377460124811556
KRT71	11	9.88797721716847	0.377605485338956
BTD	5	3.96910521852563	0.377733691558375
JMJD1C	17	15.5754772116652	0.377848664945137
FAM214A	14	12.7842136092453	0.378631684483098
ITGA6	13	11.9289913175029	0.379013118302844
TIMELESS	15	13.8534170276214	0.379032518767866
SNX29	12	10.959521966447	0.380045535272586
CX3CR1	11	9.91650348757345	0.380571064467996
TRRAP	4	3.4072941823162	0.380961740690992
ABL2	8	7.07849328669622	0.381135126797253
SCEL	12	10.9880749610423	0.381186190238195
DAAM2	14	12.8098521619045	0.381264566889168
PKD2L1	10	9.06329984937066	0.382016741075944
RIC1	5	4.33322625900553	0.382088011112596
ZNF85	9	8.11194536158334	0.382272553079099
FAM53A	5	4.33541238481954	0.382541151541404
MAN2C1	15	13.7896487560304	0.382721757481887
DSG1	13	11.943067284355	0.382914900981634
ANO1	11	10.0263136646134	0.3829166233894
DBH	15	13.8728092577517	0.383219874476944
TLR4	10	9.07382602511765	0.383495701683801
SYN3	5	4.34438047217847	0.384018892742483
COL4A1	5	4.3441818800486	0.384035078757081
LGR4	5	4.24394125263281	0.384245522964126
PDILT	10	8.99290090692292	0.384476118401188
IFT140	18	16.7165649705931	0.384514845594679
SLAMF7	6	5.07496871940003	0.38459220342838
ZNF556	11	10.0408525901816	0.384615653109711
FSTL4	13	11.9602541616377	0.38462392017617
DOK7	6	5.28997968596674	0.385052008781713
FAAP100	11	10.0448987530663	0.385155784182621
ASIC2	5	4.05682194508699	0.385236900387358
GPR108	8	7.08430049413296	0.385258891854465
CR2	15	13.9017085933608	0.38608533190165
GEMIN4	11	10.0524686682392	0.386114252583494
VPS18	9	8.15874181558602	0.386129026546487
OSBPL9	9	8.14112974350055	0.38615579387065
GPAT3	9	8.14253339323305	0.386233940132053
PPP1R12B	6	5.30311767020201	0.387255235994937
ADGRL1	7	6.2492174788889	0.387325770179632
GOLGA3	12	11.042891756929	0.387326341745672
LTK	18	16.8197507562169	0.387746396587354
SPG7	13	11.9902942412017	0.387962810774954
ZNF780A	9	8.15677289448678	0.388075239870366
SYDE2	10	9.11521728999761	0.388317056647595
ZEB1	7	6.0125612352083	0.38848299877014
BOD1L1	16	14.8940424583617	0.388903031553593
ZNF425	10	9.12046907071995	0.389211853051973
PITPNM1	20	18.5388085671943	0.389226013319616
PHLPP1	11	10.0996522010779	0.389360045098344
UTRN	19	17.8135578728468	0.389787815123333
KMT2A	17	15.743148513128	0.389989385828572
PCDHGA7	5	4.390591705258	0.390004962910997
TDRKH	14	12.648365957982	0.390249587138928
PPP6R2	17	15.6856875069444	0.390496147954567
SH3TC2	14	13.0036883159877	0.390839760755971
LZTS1	12	11.0800444777308	0.391612695992994
LMNTD1	5	4.39001957718695	0.391929685882087
BRWD1	17	15.8075877496543	0.392085754972635
MAVS	6	5.33464455617427	0.392227363237296
NPHS1	7	6.29629550007581	0.392259547657541
TET2	8	6.81808904051676	0.392455106275594
FBN2	13	12.0330583705592	0.392516565330637
KDM4A	6	5.23272216324286	0.392557769082331
SORBS3	11	10.1077312235024	0.392638717587918
LAMC3	20	18.5870730828648	0.392697538137228
CUL9	25	23.6286291942508	0.392723922218498
WDR19	10	9.15212696003784	0.392923871376726
NDUFS3	5	4.28512037915928	0.39311450384716
ZNF224	6	5.34064963752386	0.39322441989687
ABCC3	15	13.8119884297763	0.393343461371115
SAXO1	7	6.12887776852649	0.393472914911578
HHIPL2	12	11.0048168865377	0.393761148795845
GPR152	11	10.042193217764	0.394012286191086
GFRAL	6	5.26962586360429	0.394760215932038
STK11IP	13	11.9821802215713	0.394913317927853
RBM27	6	5.25319203198565	0.395381369133823
AZIN1	6	4.90244378326456	0.395450107515165
KBTBD3	6	5.27708931031314	0.395753192104647
CSF3R	15	14.0201821188099	0.395911600909277
LMF1	7	6.30852230362678	0.396096648990473
PTPRS	17	15.8758054787311	0.396166427916504
AUNIP	9	8.22170966480727	0.396548239962547
KIF1B	11	10.096973277775	0.396704625747702
GPRC5C	8	7.18415780788944	0.397453761021018
FCRL5	12	11.1137005086586	0.397512620904293
SARDH	9	8.23053043167557	0.397700009434474
NOTCH3	11	10.0778663924477	0.397848776119389
DNAJC13	21	19.7347332480736	0.397865254439143
CCDC66	11	10.0226922178789	0.398035932546332
TMEM220	9	8.23303286059537	0.398055708014407
FBXO7	6	5.38728907482073	0.398722483672143
KANK2	9	8.24129008222446	0.399093910958877
TTC21A	9	8.24260564118526	0.399249202326442
EDDM3A	6	5.38219139827782	0.3997392836721
SUSD6	5	4.34946276032548	0.399954952287119
CFAP61	10	9.21078723329655	0.400331336291569
SF3B3	6	5.38723058648144	0.400553466201231
CHPF2	17	15.8693211817634	0.400905188777711
CAPN12	12	11.1484129093926	0.401406883828484
B3GNT3	5	4.19354282168699	0.401442189408885
SCN7A	11	10.185031890167	0.401478055704043
PZP	10	9.22102233655367	0.401488410203088
KIF6	9	8.18124852205491	0.401649486380526
RPAP1	10	9.22349972871554	0.401839659766462
ABCB6	14	13.0235641121619	0.401989411522315
ESR2	7	6.26034201490615	0.402041576648904
ZC3H12C	8	7.10664070518642	0.402077829580799
KCNV2	9	8.26873943488247	0.402653763399344
IFT122	13	12.1439617924146	0.402698230515024
CDHR1	13	12.1304268782151	0.403231613455335
IL32	10	9.23513755980361	0.403281041326607
ADAM28	8	7.31488823816087	0.403417313955625
EP300	17	15.8821832287207	0.403451995892091
ABCA8	18	16.9497060612267	0.403454422035838
BRD4	14	13.1026485440529	0.403583563495403
CALCOCO2	6	5.40583572720931	0.403628834822184
FAM161B	6	5.3252285426968	0.403927832839359
TNK2	9	8.27939745034223	0.403997276547163
RBM28	8	7.32032981283081	0.404130841964271
DSCAML1	16	14.9695076311265	0.404219591319048
QSER1	10	9.19583231048461	0.404244225488035
CHD6	10	9.24507622958273	0.404379243173039
CYP2J2	6	5.42386768221216	0.404517437536651
SDSL	15	14.0838041893538	0.404661686526725
GPLD1	6	5.4247533856652	0.404741122501574
PARVB	6	5.41348015315441	0.404812096120054
UVSSA	11	10.1477961385162	0.405457620885288
APBB1	15	14.0922811585721	0.405663296840072
C1orf112	5	4.46931596148631	0.405766141124399
DDX54	4	3.5265630324152	0.406063443864822
FUT6	10	9.25790177435101	0.406080590536578
PDZD7	10	9.26017439303776	0.406330863237088
ZNF445	7	6.21990233541448	0.406583376686255
CNTRL	13	12.1646127506466	0.406826079052334
ACAD11	10	9.26514445902426	0.406945928478232
OR9Q1	4	3.42516537851036	0.40703143677194
MEOX2	9	8.03667152176613	0.407178581101863
NRXN1	10	9.1980637508473	0.407535048568659
PRR5	4	3.43083267883978	0.407991095409075
APLF	15	14.1176356306588	0.408072644734361
TLR6	6	5.36437109363869	0.408107830021242
PSD4	10	9.29023964740271	0.408350096528671
PDGFRB	9	8.31414674104037	0.408706164418416
ZNF257	5	4.391126699995	0.408717947000809
SLC12A3	15	14.0660387508776	0.408756892226238
OSBPL7	9	8.24165433399041	0.408818980568264
ADAM29	9	8.31595325132101	0.408847556017362
GOLGA5	4	3.54087510231098	0.408853025149797
COL10A1	13	12.1996321511484	0.408892390628546
SAMD9L	11	10.2464858409395	0.408908550127136
TSNAXIP1	7	6.40837639585427	0.409123350597805
USP54	20	18.9505721880222	0.409329627321491
LATS1	15	14.148126112177	0.409347351932609
PCDHB16	14	13.1013683941242	0.409575386292103
ITGA7	8	7.36050614892936	0.409636392538097
PALD1	14	13.1047027048865	0.410139843041364
ECM2	11	10.2578237656522	0.410279906115943
RIMS2	14	12.94085086892	0.410464525699491
TMEM132D	16	15.115770655063	0.410731780458618
SOCS4	6	5.46290781313996	0.41091448852443
IL31RA	6	5.4527826460613	0.411006407227845
KIAA0319	12	11.2310640998022	0.411035718711186
BTBD2	4	3.55313621803191	0.411285358439699
GNPTAB	8	7.23831383233266	0.411292381894864
CELA2B	8	7.37513489567943	0.411764813758213
MSH6	13	12.0791429235586	0.41182207257062
ADAMTS17	12	11.2413208495765	0.411932017826169
TKT	12	11.1781392581164	0.411968490355785
CAD	14	13.1256425664905	0.411993102681936
TRMT44	11	10.2733942532614	0.412139001518749
CEP72	7	6.33916472897825	0.412272516860265
CACNA1S	13	12.2157605013974	0.412314714934724
POR	5	4.50780067829138	0.412337461654523
TMC5	17	16.1067757375613	0.412357555446556
HYAL3	7	6.33964801908427	0.412412728747661
GLYAT	8	7.31742766669827	0.412598723766096
AHCTF1	21	20.0365085050033	0.412675710910109
ZNF667	8	7.38218832035151	0.412698692087652
PHF21B	4	3.56116455345826	0.412795510498776
CEP152	9	8.34735338654638	0.412969756445249
VNN1	9	8.34819284275913	0.413105356158314
MKKS	11	10.2839037851232	0.413286235675639
GPR17	13	12.2223668286835	0.413295201344832
FOXL2NB	9	8.3507674016537	0.413463320351438
NCOR1	11	10.2850474569452	0.413482828423569
ATMIN	9	8.36479741837739	0.413508534306481
TAF1C	18	17.0430909512515	0.413629901240243
CD300LF	4	3.56612156350929	0.413765971461832
ADAMTS2	16	14.9497871524359	0.413830504175609
ANKRD6	8	7.33885463446222	0.413904033545167
MSH5	9	8.35494652184595	0.413904079852644
ZNF430	6	5.47123488155933	0.41398051943832
CTCFL	12	11.2583673020101	0.413989043538868
