Gene	test_allele_count	test_gnomAD_allele_count_iCFgCFadjust	test_P_rvexcaliber_base_iCFgCFadjust
MICALL2	9	8.35821256259154	0.414419877746246
CCDC158	11	10.2928342918481	0.414451066917394
DLGAP5	4	3.5696384447051	0.414464870752204
ERICH6	8	7.19539926670081	0.414478627949694
TBL3	13	12.1209828608075	0.414502280678583
ALOXE3	6	5.47568858387555	0.414583783219171
PPIC	7	6.43422598749807	0.414622471587751
WNK2	7	6.44514687020476	0.414641167088748
PSME4	7	6.37709605296491	0.414704825084088
EFHB	8	7.39664625395305	0.414707882391433
ZNF335	9	8.36113262276932	0.414722390638958
COL8A1	4	3.48706237523047	0.414817418820684
RP1	15	14.1831020327936	0.414952394725819
SBNO2	6	5.47775926197538	0.415067706347213
PLOD1	14	13.2121982500849	0.415119017598694
UNC79	10	9.34470520086295	0.415254535357484
RGS12	9	8.36457565618128	0.41528825239956
SERPINA12	7	6.44049972608022	0.415667641662616
TRPV1	13	12.2444231715421	0.415712823010634
ADAMTSL4	13	12.2449851039941	0.415735331281498
FBXO6	8	7.40344318142107	0.415756021378271
FAM193A	7	6.44200350547636	0.415798001551695
MFN2	8	7.41546589293267	0.415914893401415
CCDC14	6	5.28729271509605	0.415945050934351
FLII	6	5.48500060387273	0.416154527954931
SH2B1	5	4.44984411707762	0.416225791735146
HYAL1	5	4.45804553197566	0.416332576540309
CEP128	4	3.58700652231531	0.416359866496058
OR5R1	10	9.34186997024561	0.416491595052175
NRP1	4	3.49754658349991	0.416539136263892
ADGRG6	9	8.37598870110679	0.416604559632503
PLEKHG2	8	7.41023221065685	0.416627233870491
PTPRR	8	7.41026255812539	0.416678391952063
KIAA1614	17	16.1520937181812	0.41668629012493
CLMN	8	7.41044143213805	0.416744289758849
E2F2	9	8.37707009170264	0.416804480350153
SPRTN	4	3.49913230410602	0.416809772677488
SBSPON	6	5.48910975359379	0.416840155675192
PARP1	5	4.53339727953279	0.416929112597121
FBXO39	11	10.3157160150801	0.417161513892466
IQGAP2	5	4.53560464941945	0.417259100215232
PAPOLB	5	4.45023050616905	0.417429945878321
THEM4	8	7.35626693117652	0.417498127810126
SREBF1	13	12.2610323907163	0.417498420880096
ARHGEF10	8	7.41694182732484	0.417519096101568
KATNB1	6	5.42225857841723	0.417524695550301
AKR1B10	5	4.53804148886072	0.417759529077562
ZMYM2	8	7.36922944730296	0.417801333912492
C3orf20	17	16.1667865431916	0.418045562684578
PCDHGA6	8	7.42130816596895	0.418085140058758
KLHL28	9	8.3870686081399	0.418086949255899
YLPM1	8	7.43239812119662	0.418087543982954
SNTB1	5	4.53986211441709	0.418113541807741
SMC2	11	10.3379057394667	0.418210124332525
SPAG9	6	5.41877640422411	0.41823011664671
ZNF860	14	13.2433568352203	0.41843098094279
NIPBL	7	6.2837602788322	0.418455194332569
USP34	18	17.1664511945814	0.418540031335104
ASCC2	8	7.42707848152223	0.418977498741305
MYH11	11	10.3320919227803	0.419153510693544
THEMIS	5	4.47725494129903	0.419258507023233
CENPE	11	10.3337637035852	0.419311649054384
FMOD	5	4.5473806962865	0.419333904070815
HPS5	16	15.2194526502079	0.419449009256565
TRIM42	16	15.203626213843	0.419493854671292
PPP1R32	11	10.3346583851319	0.41952043664601
HNRNPM	4	3.59539050685533	0.419556854482503
CMTR2	5	4.55816668187483	0.419667726888528
MSH3	9	8.33484985508553	0.419783944585105
KIF21B	4	3.59790705352532	0.42003971121604
PCDHA12	10	9.30871991383588	0.420041306149449
TRAF1	8	7.36758477031212	0.420111348849976
TET1	12	11.313867505279	0.420237387783509
ASPSCR1	8	7.4397136111918	0.420722431085078
ZDHHC1	4	3.60201094590722	0.420790682441569
PARP4	22	20.9302702367609	0.420870847936636
KRT10	6	5.52435634680965	0.420986729204131
FCRL3	11	10.3475765579791	0.421004337727841
TBCD	7	6.40531564699146	0.421012987609581
VCPIP1	5	4.48935403257333	0.421067497824333
CCDC88A	7	6.42487519553925	0.421143303835318
MTUS1	18	17.1305666253345	0.421291478307066
GON4L	11	10.3520409730739	0.421352899736032
CDH1	4	3.60505368289196	0.421375444271054
POU6F2	8	7.37880278642884	0.421552153593995
UNG	4	3.60572697440275	0.421554957846556
OR4C6	6	5.51843079362715	0.421585965665631
SLC29A3	6	5.51842745143633	0.421591663296507
SLC4A4	7	6.48139271839823	0.421722338320336
NEUROD4	7	6.48185406058878	0.421747116848065
TUBA3E	8	7.38163597269042	0.421902906650245
OR10H2	7	6.48238546892861	0.421903982776933
MOG	16	15.228015341731	0.421925700780523
NBEAL2	10	9.38618912030668	0.421930909482307
SLC10A1	5	4.56270192654588	0.4220638199748
NRG3	5	4.5718971010788	0.422184152935922
ZFAT	18	17.1866030031323	0.422214798549832
GFM2	8	7.46265795497602	0.42244780946809
SLC18B1	7	6.42004200292038	0.422882896078169
TF	9	8.30326827042383	0.422915257735442
HYKK	9	8.42291397341641	0.422978523066529
CYP39A1	23	22.0989414994409	0.423236730609576
ZNF610	10	9.33738508811745	0.423281642743149
ZNF587	10	9.33696269543506	0.423301786826429
DUOX2	11	10.3119847202933	0.423413849743585
SERPINB3	8	7.46058967121814	0.423627548287095
IREB2	6	5.53091867071286	0.42363410843315
GJB2	9	8.4280830414315	0.423647674736056
CCDC9	7	6.49627286978522	0.42384916257546
CSF1R	10	9.40237130402694	0.424263304213213
ADGRF1	17	16.2456227642071	0.424271957863935
SERTAD2	8	7.46465574975019	0.424293303543469
KCNN3	5	4.57640035862224	0.42444968769341
MYH2	12	11.3497276779478	0.4244540084458
HEATR4	8	7.47782616219343	0.424537505460984
OGG1	5	4.57679091554845	0.424582644619714
COL9A1	10	9.40613644409478	0.424642823996882
EIF6	4	3.62160327857345	0.424707256219863
SLC34A2	11	10.3799004586948	0.424810138179842
PSRC1	15	14.2812159127905	0.4250593944066
TTC30B	7	6.45470346029373	0.425105294454787
SIPA1L3	12	11.3292262236441	0.425301042944018
SMG7	9	8.44071685717723	0.425304117084968
UGT1A5	4	3.46784077741305	0.42530572031258
KRT33A	12	11.3587586697841	0.425429776419667
DCC	9	8.44137011027099	0.425433833381158
KDM2A	4	3.62565207293	0.425438087516947
HSPA12A	4	3.54101365975303	0.425521402429049
FZD4	4	3.62685314058817	0.425595227045679
ITGAD	15	13.9024404065212	0.425786837455196
FN3K	5	4.58400287721011	0.425836981445174
OSGIN1	12	11.3102795786942	0.425880716161012
ATP13A3	7	6.44290336126918	0.425913231716549
CACNA1I	8	7.47679181323607	0.426026114092608
TAF6	5	4.58611833327022	0.426138139554481
NLRP7	10	9.41837919214803	0.426150627288959
MAGI3	9	8.44919127074224	0.426287241664885
SNAPC1	4	3.63006903552235	0.426334499499206
ZNF286A	7	6.5129280797054	0.426420807280207
COL22A1	13	12.3437477873779	0.426534734401895
ZNF254	10	9.42158972079857	0.42654085417986
UBA7	8	7.48149028659296	0.426558328998353
LPXN	4	3.63127573761425	0.426578562142857
IGDCC4	5	4.58958461364645	0.426778150678517
CCDC138	5	4.59820137685455	0.426869162599856
APAF1	13	12.3467588897111	0.426949466055471
TBC1D5	7	6.51741404664353	0.426980252625315
SNX2	4	3.63335586637292	0.426981734118426
HEY2	5	4.59081127126244	0.426990222524734
SERINC2	16	15.2797159728584	0.42715150218511
GCN1	10	9.37262473997683	0.427352879535977
SLC47A2	6	5.48546119479958	0.427498576783163
COLEC12	9	8.45839651835096	0.427508606638707
MAP3K21	13	12.3549952843004	0.427829592604233
ELN	8	7.42896990333058	0.427836513472915
MYH3	16	15.2907571538284	0.428064261309805
SNX32	4	3.63899948660945	0.428067404105012
SERPINB12	6	5.39329791646152	0.42825771123963
PIWIL4	8	7.43248342370709	0.428314529266199
OR1Q1	6	5.49342312547985	0.428611170484046
DAPK1	9	8.4656126482205	0.428638985944435
NEO1	8	7.45369351462359	0.428693555965435
PRKCSH	8	7.49713708981991	0.428849826624209
PTH1R	9	8.46819908873957	0.428877845431176
RSF1	9	8.48040305097073	0.42897474664057
ZNF799	11	10.3626840359935	0.429066905946974
SLFNL1	13	12.3658976387699	0.429117295997805
INTS2	8	7.50014753844944	0.429150590710778
LHCGR	6	5.40067168212752	0.42915286421428
IZUMO4	6	5.56565938298659	0.42920095161991
MICAL1	11	10.4172533581659	0.429227892274167
SMG5	4	3.64545764137522	0.429352560640872
PTGIS	6	5.56901094219076	0.429662449806352
EPB41L5	7	6.53552896579903	0.429727556431884
SLIT3	7	6.53610159311032	0.429843254558064
SOSTDC1	4	3.6489013171911	0.430036564681636
ITGA9	5	4.60806860780877	0.430058329083538
SCMH1	6	5.57125618966709	0.430072366768766
ZNF285	12	11.3029135629035	0.430101645332493
ITIH5	9	8.47805112728791	0.430125196669462
CDK20	4	3.45722522850615	0.43030494938236
UTP14C	11	10.4249091610795	0.430311888258326
TAOK3	4	3.65711078600132	0.430373150169139
EPS15L1	5	4.61788228930364	0.430426454090357
NIPAL4	9	8.42328782658929	0.430436623601074
ADGRL2	16	15.32821531952	0.430436740750068
KIFC1	7	6.54063181934911	0.430534938589854
AXL	10	9.45611596108315	0.430884965973292
B4GALNT3	13	12.3826040885443	0.430937421809918
EIF3B	10	9.45694074202292	0.430991616321129
ADGRF3	17	16.3008924048847	0.43102053739963
A3GALT2	24	22.9756816825393	0.431052849151124
SLCO2A1	6	5.57758750744858	0.431078132711439
ARMC2	6	5.57778998243167	0.431133074042087
TMC7	10	9.45823854784006	0.431135632530838
PLK4	7	6.54550214902824	0.431168246004688
PRKCD	5	4.55624884486001	0.431253667078485
BIRC7	5	4.61590165788149	0.431452708295364
TAB1	4	3.57834253868783	0.431541933940238
UBE3D	4	3.65668009985351	0.431630754778709
CNTN6	11	10.4376095575428	0.43171443945915
MYH15	13	12.3898422177824	0.431750148976763
PSG4	8	7.46126677997301	0.431833016049979
SLC37A4	4	3.65852038134977	0.431956830719374
AEBP1	15	14.3493587307998	0.431966858656965
TAAR6	10	9.46527306403619	0.431989454001114
SLC38A2	8	7.52018936067523	0.432020840209531
GUF1	6	5.583848823375	0.432119425334671
ITGA4	10	9.46634572386004	0.432133767030126
BORA	11	10.4407937545624	0.432137839865963
KALRN	19	18.2354907513509	0.43227100957708
ZFP69B	20	19.23575079149	0.432478475841508
STPG1	6	5.58660595887848	0.432534266038188
CCDC105	8	7.52474725865294	0.432619744942983
DSG4	8	7.52585095468286	0.43275333596794
GLB1L3	7	6.55630272623017	0.432876857909186
CIITA	4	3.66345374308222	0.432940580953625
TENM3	10	9.47252217592292	0.43298654107968
OR2F1	5	4.55490328826001	0.433000732837554
CLYBL	17	16.2927581801942	0.433044635572295
SPIDR	8	7.52886891334953	0.43318152729482
TRAK1	10	9.47408370916543	0.433255887909687
DCDC1	8	7.52931591986621	0.433288943577094
DNAJC10	8	7.53026135905641	0.43332984156928
CCDC170	11	10.4515741853254	0.43341879974621
CHD9	14	13.3974262725488	0.433513932944304
ATF6B	8	7.47551234230212	0.433553434515377
LDB3	10	9.47865770148249	0.433717651947635
ATP10D	4	3.67438705946117	0.433787349678254
TTBK2	9	8.42111718535973	0.433973445529912
ZNF676	5	4.63079491721075	0.434090913901843
FAM217A	5	4.63187601122592	0.434276253316374
ZBTB21	9	8.51885607298002	0.434281798827801
NUP35	4	3.67062333538053	0.43431858806898
ADAMTSL3	17	16.2582637002018	0.434400383495491
FICD	10	9.48600586437322	0.434589788854899
LRCH1	5	4.6336929940105	0.434625331706368
EVI2B	4	3.60799774820538	0.434636251021323
ANKAR	10	9.48842200863391	0.434914280943185
DHX34	14	13.3986051650444	0.435047758604379
C3	14	13.3578745248365	0.435061676216738
TMEM63C	4	3.67477456940878	0.435169368679675
C8orf33	7	6.57185591708692	0.435209761826132
IL20RA	4	3.67549288708558	0.435325437375248
LONP1	13	12.4221881393057	0.435351022343056
ATG2A	16	15.3629675574311	0.435399170679108
CAMTA2	4	3.67603787333645	0.435410048352557
SSC4D	7	6.57413194903297	0.435595368547594
SLC25A24	4	3.67799362228735	0.4357538681481
PON3	5	4.64195441353092	0.436027417085961
SRRM1	6	5.60830012134044	0.436029113133949
PCDHGA10	15	14.3889022486724	0.436042852877879
CCDC89	7	6.44091807947607	0.43616223923163
N4BP2L2	8	7.55031017019336	0.436225944520562
PRR15L	5	4.6445900004957	0.436503330053453
C18orf25	5	4.65156411759969	0.436526103338083
VPS50	6	5.61163532378972	0.436573133061128
NKAPL	6	5.61207909356776	0.436659178554483
MINK1	4	3.68267310781384	0.436691645750875
RGS11	11	10.4803888597481	0.436937417329436
NPAS2	5	4.65397813157166	0.436942398316933
SERINC5	4	3.69020733427842	0.436974426951048
RICTOR	10	9.51513945918325	0.436984457314977
CHD2	5	4.64810322588521	0.437103007831148
PHC3	9	8.53161433340148	0.437356765800614
VPS9D1	9	8.53247998459861	0.437413834420112
IFT80	4	3.69319902005811	0.437578420450617
PDCD1LG2	4	3.68733791536683	0.437631516021764
ITIH2	11	10.4404834374308	0.437650646404648
MAP3K1	7	6.4551020948053	0.437753845520248
BMPER	9	8.53531791551944	0.43778426392294
FCAMR	13	12.4446274503105	0.437821892329001
ZNF577	4	3.68805333122715	0.437828843036396
NRXN3	5	4.65319121435165	0.437983187850554
TRANK1	15	14.4076636740085	0.438048588670464
ZNF518B	7	6.59038451639079	0.438066617010009
ANKRD42	7	6.59065900018758	0.438071016214753
RERGL	4	3.69037856997823	0.438240018437684
XKR6	4	3.69694375856816	0.438328550826796
THNSL1	4	3.63128741074354	0.438484919732749
CCDC81	7	6.59386247234361	0.438505867620909
OLFML1	7	6.59336709943975	0.438525438028875
LRRC40	11	10.493738965634	0.438557325851887
CARMIL3	7	6.59413149560474	0.438560797358391
CEP192	20	19.2619432454682	0.438776764667026
OR1S2	8	7.51752724267327	0.438936651506292
PIGQ	7	6.59807476043896	0.439130027656758
CACNA1G	11	10.4732514937409	0.439143064720951
NLE1	6	5.57524073224136	0.439150588292715
ADGRF5	11	10.5103665946398	0.439219982730779
IRF3	4	3.69565063565597	0.439285374076742
EPB42	11	10.465479512136	0.439297618603108
SLC47A1	11	10.5016728337266	0.439410400879486
TNXB	32	31.0979061516206	0.439565556576285
NLRP4	11	10.5024762134931	0.439575510847166
COL11A1	9	8.55039121063706	0.439826068633895
CYP4F3	8	7.58477956318858	0.439923671385156
ALS2	9	8.52064597486678	0.440015896570306
MACC1	6	5.63283188820555	0.440038508647008
GBA2	4	3.69957703970665	0.440051407454823
CKM	13	12.4661264049442	0.440168517818497
PGGHG	11	10.5076368807685	0.440192028298832
PCDHA5	9	8.55505870355975	0.440389090299817
PNPLA8	10	9.48622689233118	0.440437522452604
RBL1	9	8.555642438592	0.440508921651421
PUM2	5	4.61733754169877	0.440661925818661
ELMO3	12	11.4920056287719	0.440676109976312
THSD4	11	10.5123453096291	0.440741752786577
PROP1	5	4.60749257331605	0.440824860534353
NECAB2	4	3.70364674781453	0.440877140717838
LRP6	9	8.567601502717	0.440888399872356
STK33	5	4.6690955940992	0.440907902815061
CHD3	4	3.71025645285709	0.441026396465798
ADAMTS18	12	11.4719803375504	0.4410349896263
SLC10A2	11	10.4903101636822	0.441088354903414
TOPBP1	4	3.70504243454097	0.44111345680226
PLCG1	5	4.67148043998467	0.441345025071011
FAM83G	8	7.58678417300166	0.441361148315116
TFR2	11	10.5284092786006	0.441440278173204
FBLN1	5	4.67225490458519	0.441467525026207
ZNF793	5	4.6743589480971	0.441766309514827
NAGK	5	4.67497879114347	0.441880511800358
CHD5	9	8.52032487510713	0.442006447635119
ITGA10	12	11.5026237352383	0.442065281982297
DNTT	5	4.67661618000005	0.442150113300259
ZNRF3	6	5.64591246807694	0.442201751311246
ACP5	6	5.6470737397671	0.442314492883976
PKD2	5	4.67726071361177	0.442325581280546
FAM170A	4	3.71177073390922	0.442442752157002
ACSM5	21	20.2104112403835	0.442587324916391
NAV1	4	3.71796043009567	0.442597464209976
ASCC3	6	5.64888575508512	0.442631589891692
VWA2	7	6.62176689271029	0.442673644321563
HDAC7	6	5.64926240685114	0.442680381251173
MYO1E	10	9.5068015282556	0.442755220787368
IZUMO1	5	4.67969604752986	0.442760170432917
GPR158	7	6.58497131985528	0.442902633923133
ALDH1B1	12	11.5105293721449	0.44293397937301
DNAAF1	5	4.68092289561457	0.443011510902464
DYNC2LI1	6	5.65132632706454	0.443029443821951
CFAP43	17	16.3895160584032	0.443192760321932
ITPR2	10	9.56283469586961	0.443224998516387
SLC19A3	5	4.68356845426115	0.443402161038496
PADI1	10	9.55501055886296	0.443404797386263
CDH3	10	9.55547617973605	0.443443436849209
ATP11A	6	5.65470260101763	0.44353576791056
UBOX5	4	3.71723348385897	0.443600141603754
ITSN2	9	8.57986095440392	0.443738094470322
SLC7A4	11	10.5371776611164	0.443769093231022
CDH10	5	4.62694091366549	0.443770594074272
CABYR	10	9.51541578711645	0.44379156089642
OR6K6	8	7.60492594968158	0.443847899582598
PKM	6	5.65662690125604	0.443873759095685
BFSP1	5	4.68628258764774	0.443882159408425
CEMIP	13	12.4993683033068	0.443905314720529
PSD	4	3.71917133149922	0.443931160860614
OVCH1	9	8.4957609289046	0.443987417230995
THOP1	4	3.65672728020856	0.444160020480601
PLAUR	6	5.65888422542779	0.44426784321193
TRIM65	5	4.68858799754934	0.444289625117267
RAB3GAP1	8	7.60789447486011	0.444335071514708
NME8	5	4.68871279325522	0.44435433897751
TRIM36	6	5.65985142028978	0.444436272825395
PTPN9	4	3.72191039336297	0.444458847397342
ZNF302	7	6.6350106773743	0.444722449049415
SLC27A2	4	3.66919798496548	0.44475465075491
PDGFRL	10	9.56705747066164	0.44482987643724
CD1A	6	5.66167799439226	0.444844204002071
SLCO1B7	6	5.66362809591245	0.444993995458105
EDC4	4	3.72490336144547	0.445015091192056
HIF3A	6	5.62242369561866	0.445030598447747
NWD1	17	16.4559555380104	0.445138943619453
RBM4B	5	4.69388158988958	0.445243001717981
ZNF160	5	4.69357858556786	0.445269489957984
AFF1	10	9.57061997414334	0.445313387226709
NRP2	11	10.4891798188498	0.445389395092994
KL	6	5.62509929296875	0.445406313687444
MYBPC2	20	19.2901103030131	0.445662868583012
SLC46A2	10	9.57377975918751	0.445670387649461
UPP1	5	4.70277642288295	0.445726790557058
BIRC3	5	4.69682067017792	0.445794302428039
IL6ST	7	6.65015363065063	0.44587624293766
RNF25	9	8.5961720050176	0.44590744305031
CHRND	11	10.5565200652813	0.446062715708554
ZMYND10	12	11.538270236576	0.446110643221932
PXDN	9	8.49769205920137	0.446121151728133
SPPL2A	12	11.3992411095218	0.446126043863178
NUAK2	6	5.67027905563733	0.446134395279611
SAMD12	5	4.64298728876311	0.446159442479638
CADPS2	9	8.59963375637495	0.446373491697115
RP1L1	46	45.0266479567527	0.446441429877882
PLCD1	8	7.62343028332748	0.446538622641271
RNF157	4	3.73773120080136	0.446556837262198
ANGPTL7	5	4.7012440841311	0.446559768679121
GH1	4	3.7326756003149	0.446570536252798
CDHR3	14	13.5079604425991	0.446752655892544
FAAP20	5	4.70299028040573	0.446820800446494
SCUBE1	8	7.62633075835789	0.44693195628585
EXTL1	15	14.4931050904248	0.446936040782387
KANK4	7	6.60367577275762	0.447126844132307
MIOX	5	4.70477210251779	0.447176396786204
RBM47	6	5.67729558579645	0.447189216867966
CMTM5	4	3.67577177930821	0.44722044617931
SLF2	9	8.57857556334373	0.447238469143571
EPB41L1	10	9.58581312614871	0.447271796891849
EXOSC3	4	3.73619347910184	0.447333070691046
HABP2	11	10.5671741094612	0.447377935023771
TFAP2E	4	3.73647676755857	0.447398884886779
NUP205	13	12.5064234660685	0.447621113963452
C7orf31	4	3.73754569588543	0.447635415371009
ZNF112	6	5.68013434080755	0.44767493203816
SLC26A6	6	5.63024469881451	0.447771512254487
WFS1	18	17.0329595144761	0.447797601814628
PLA2G4D	6	5.68330514919296	0.448209479783307
SFMBT2	6	5.64489658225124	0.448248745940164
IL6R	4	3.74138754580884	0.448377897770454
BBX	5	4.66749764690584	0.448401189077575
TSHR	7	6.62565101150753	0.448454123242849
RALGAPB	11	10.5768614341328	0.448506091040336
LPO	5	4.71230018649362	0.448507987597187
MTF1	7	6.66715453659956	0.44859768554302
RSPH1	5	4.71284374152488	0.448701989911763
TAF3	5	4.7138482117422	0.448797203783319
ZNF280D	5	4.7149305241474	0.449029025304849
KLHL25	7	6.61837252887128	0.449060168691256
ELP2	12	11.4959686451913	0.449339277433671
SLC22A25	8	7.64361441415654	0.449390387067167
FLT3	5	4.71752387917065	0.449455065850245
CAPN2	7	6.66723878432001	0.449482836814881
LTBP3	5	4.71784895858015	0.449535194767037
ZKSCAN2	6	5.69196882233928	0.449543081105298
ZNF540	5	4.71800492528628	0.449595497219522
IL17RA	5	4.7182807856079	0.449618745310224
EXOC2	4	3.74754410558671	0.449654490546728
LDHAL6B	4	3.74803498688969	0.449694283645617
ZNF638	16	15.4647713280078	0.449922881694335
ARID3B	7	6.62472519806579	0.449925797340611
SLAIN1	5	4.71999131546496	0.449948739392066
LCMT2	15	14.4902337184067	0.449973495274255
TTC38	10	9.60707877505051	0.449980321471964
BNC1	6	5.64606040298807	0.450013735548718
GGA3	8	7.56708451279134	0.450018706798873
THSD1	6	5.69488471410352	0.450108795656819
SCNN1A	4	3.75013027938001	0.450112000155343
EPHB6	7	6.63807176546577	0.450154230472027
PSG2	6	5.64731833729094	0.450191256818786
ADARB1	4	3.75088454936835	0.450250207352007
TM6SF2	5	4.72224534066959	0.450254163605199
MYOM2	20	19.4582526585864	0.450422013101191
DCST2	13	12.559850395808	0.450544827491176
ITGAE	4	3.75261112889214	0.45057921204155
RAB11FIP2	4	3.75264334597689	0.450600189968043
CYP4A22	5	4.72413126984801	0.450638984078961
RABEPK	5	4.72433909615463	0.450652652379167
ASH1L	11	10.5667927730999	0.450793433823607
SCNN1G	5	4.68338689928643	0.450835613377757
TBC1D14	5	4.7249992136479	0.450837453942566
CMTR1	4	3.75412180692298	0.450874497679337
NTSR1	4	3.75410849742756	0.450895344074688
INTS4	5	4.72575532095566	0.450932171937046
DAPK2	6	5.69992258111193	0.450936620517319
TRIM6	5	4.72633416764637	0.451038753500407
GOLGB1	22	21.3642947944459	0.451089566586272
HIBCH	4	3.75529116403569	0.451103492517717
DDX59	11	10.4979386568904	0.451130021749087
CSNK2A3	8	7.65590337940225	0.451135621691882
ITIH1	6	5.70161173159576	0.451137524331189
MAN2B1	9	8.64452046074756	0.451346148727958
CCDC78	4	3.75652269223854	0.451358776039675
ACSM2A	11	10.5646808845056	0.451382977893928
CCSER2	10	9.61944056650831	0.451495553981792
ZNF284	5	4.72911077260523	0.451531619757731
IRGC	6	5.71114820048948	0.451738565455862
ADCY6	5	4.73105245784268	0.45182231775995
LRSAM1	6	5.70594077704236	0.451896489168524
FHOD3	16	15.526012169814	0.451920289618612
FXR2	5	4.73231414846113	0.452053186277057
ZNF561	5	4.73200005191986	0.452059457616408
DENND4C	9	8.58129269342052	0.452091086966494
TYR	9	8.60468208623964	0.452126063958302
BCO2	8	7.66375441058493	0.452184016477788
ZADH2	4	3.7606550436058	0.452207219004899
PMEL	6	5.70769070408978	0.45221165266768
POMGNT2	5	4.73310573726153	0.452247971133877
CDH13	11	10.6079282886088	0.452281865012487
SEMA6A	11	10.5727207395264	0.452315984768531
QPCTL	4	3.76143474897737	0.452350050808611
ZNF230	11	10.6088296007348	0.452373766607781
DNER	4	3.76199266693406	0.452469694752594
SYCP2L	11	10.6102087044827	0.452546487045226
AIFM2	9	8.64641126136163	0.452547171545598
CILP	13	12.5781584285963	0.452651074346405
ABCC2	15	14.4908902939154	0.452753124575361
BRPF1	4	3.71809404972454	0.4528527432728
CCAR2	6	5.71168166097682	0.452865071235119
DLST	4	3.76939571703151	0.4529916909118
ZNF341	13	12.5909676880834	0.453177456381397
METRNL	4	3.76612490698703	0.453261622925542
PNPLA6	5	4.73890103970021	0.453306649798098
STBD1	5	4.691481921048	0.453415786422182
ZNF107	16	15.5442513099187	0.453649952028476
FANCC	10	9.60188052336709	0.453814242250516
SLCO2B1	4	3.76938673968097	0.453949224121472
DIP2B	4	3.77025651273017	0.454040405853139
ZNF778	13	12.5909412145248	0.454043020179118
CNGB1	10	9.64721516469631	0.454125644598895
TMEM161B	4	3.77043806380565	0.454156390623084
ZBTB5	4	3.72613484918824	0.454182754970655
DIAPH1	6	5.72691931477841	0.454329599697395
TMTC1	7	6.70501379539733	0.454333207355671
NOB1	7	6.69950294261862	0.454368361876147
VPS33B	6	5.67801597458955	0.454491468514075
RECQL	7	6.70048100124362	0.454534862457421
PLCH2	6	5.67871927321473	0.454593253842811
RBM12	4	3.77289936990845	0.454621255686243
SEL1L2	5	4.747121531015	0.454692434296277
B3GLCT	4	3.773728946897	0.454819153060792
DLGAP4	5	4.7476550219622	0.45484555425209
APOBR	5	4.74786750420882	0.454888077467652
COQ6	7	6.70271354967394	0.454916781259446
DCHS1	19	18.486901976616	0.454969843915272
C19orf44	4	3.77553080867959	0.45513937347167
LOXL4	4	3.77556860350189	0.455139541266393
GALNT8	11	10.5999259659777	0.455338673508243
C12orf50	4	3.77656283986583	0.455362163232304
KDM6B	11	10.633802914202	0.45539787044484
SNTG2	5	4.75071682286529	0.455405026589549
TULP2	5	4.75079684926267	0.455410533025078
CSAD	5	4.75086185067534	0.455443291988232
BHMT	4	3.7772839989603	0.455456350926141
ADAR	4	3.77738508585234	0.455468713352698
CES3	8	7.68656073559116	0.455473253356986
EEF2KMT	7	6.66646442250499	0.455478077979589
TXK	4	3.77740930228086	0.455523295676964
CES5A	6	5.69098048089374	0.455568074359023
ASXL3	18	17.5306718764947	0.455586687155279
TBC1D4	6	5.7285029650495	0.455593600419029
SOAT2	6	5.72944040829083	0.455709868847043
GGT5	4	3.77846080958916	0.455727567257423
ACKR1	4	3.77874619404925	0.455732598888644
NPR3	4	3.78308044583711	0.45574711136571
TMEM132B	7	6.70869941342633	0.455756393850126
TFDP2	5	4.75285600397716	0.455804000072857
ABCC8	11	10.6060271424177	0.455982693372586
UBR5	7	6.67619887323764	0.456094646713823
MYH8	14	13.5664616656921	0.456122340292972
TCOF1	15	14.5530364753794	0.456130111515308
ITPKC	5	4.70963124205237	0.456141503609504
VNN2	4	3.78095097868883	0.456216055082511
FCN2	4	3.78108931327217	0.456223823598516
TUBB8	5	4.7555062873193	0.456274301694833
SFI1	11	10.6406679958526	0.456279968756926
GPR83	4	3.78607071921604	0.456354966037813
APOBEC4	5	4.75641685187581	0.456395040494841
SYT8	5	4.75648628879879	0.456396583774239
KIF9	4	3.781946472517	0.456432147709802
AKAP8	6	5.73393087251611	0.456484764657785
MME	5	4.75702340624093	0.456516262485422
TCTEX1D2	4	3.78357936332891	0.456723835792928
ANKRD27	9	8.67728096195328	0.456737311801318
CLSPN	11	10.6517195384756	0.456739723482307
CTC1	5	4.76377668389483	0.456841105379773
MICU2	8	7.5967395909967	0.456876729634858
MCOLN1	4	3.78449647929599	0.456905193503819
SLC44A2	6	5.69603624636946	0.457004302942166
ZFAND4	4	3.78475354690516	0.457005449630648
FKBP6	4	3.78501289614541	0.457057500645491
FCRLB	7	6.71780019901972	0.457167622897318
JMJD8	6	5.7384213131	0.457221790130261
MLXIPL	12	11.6032522145641	0.457230414912183
ZFYVE28	7	6.7187163494891	0.457290437775526
COX10	5	4.76147379465702	0.457338909879119
PCK1	14	13.6142956279861	0.457360513659942
OR2T2	5	4.76229239225197	0.457480384635311
IFI16	11	10.6520144511373	0.457621394681156
PDE5A	5	4.76800942763045	0.457637832889834
SPRY1	4	3.78813303035426	0.457659754341366
SLCO6A1	5	4.76344107793566	0.457681606389386
INSRR	13	12.5688770220576	0.457876894721167
URB2	12	11.6394102345242	0.457918184498944
NAT1	6	5.74279013535908	0.457926231335075
DLGAP3	4	3.78991653310387	0.457975111087638
SIGLEC8	8	7.63666537801548	0.458050861211037
